Ano de eleição;Cargo;Detalhe tipo de deficiência;Estado civil;Faixa etária;Gênero;Grau de instrução;Sigla partido;Situação de totalização;Tipo de deficiência;UF;Quantidade de candidatos;Data de carga
2022;Deputado Estadual;Física - Paraplegia;Divorciado(a);50 a 54 anos;Masculino;Ensino Médio completo;SOLIDARIEDADE;Suplente;Física;RJ;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Divorciado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;SOLIDARIEDADE;Suplente;Física;PR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Não divulgável;Não divulgável;Não divulgável;Não divulgável;PROS;#NULO#;Física;MS;1;2024-02-21 19:38:30
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);21 a 24 anos;Feminino;Ensino Médio completo;PSB;Suplente;Física;PR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);25 a 29 anos;Feminino;Superior completo;PSB;Suplente;Física;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);25 a 29 anos;Masculino;Superior incompleto;PV;Suplente;Física;BA;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);30 a 34 anos;Masculino;Superior completo;PSDB;Suplente;Física;PR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);35 a 39 anos;Feminino;Ensino Médio completo;PATRIOTA;Suplente;Física;MS;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);35 a 39 anos;Masculino;Superior completo;UNIÃO;Suplente;Física;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);40 a 44 anos;Feminino;Superior completo;PSB;Suplente;Física;ES;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);40 a 44 anos;Feminino;Superior completo;PSB;Suplente;Física;MA;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);40 a 44 anos;Feminino;Superior completo;PT;Suplente;Física;GO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;PL;Suplente;Física;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;SOLIDARIEDADE;Não eleito;Física;RS;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);50 a 54 anos;Feminino;Superior completo;AGIR;Não eleito;Física;RO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);55 a 59 anos;Feminino;Ensino Médio completo;REPUBLICANOS;Suplente;Física;RJ;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);55 a 59 anos;Masculino;Ensino Fundamental incompleto;PV;Suplente;Física;CE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio completo;SOLIDARIEDADE;Não eleito;Física;AC;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio incompleto;AVANTE;Não eleito;Física;RO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);55 a 59 anos;Masculino;Superior completo;MDB;Suplente;Física;PI;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);55 a 59 anos;Masculino;Superior completo;PP;Suplente;Física;SC;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Paraplegia;Solteiro(a);60 a 64 anos;Masculino;Ensino Médio incompleto;MDB;Suplente;Física;RO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Tetraplegia;Casado(a);35 a 39 anos;Masculino;Superior completo;UNIÃO;Suplente;Física;RN;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Tetraplegia;Casado(a);45 a 49 anos;Feminino;Superior completo;PSB;Eleito por QP;Física;MA;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Tetraplegia;Casado(a);50 a 54 anos;Masculino;Superior completo;PL;Suplente;Física;MS;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Tetraplegia;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;PL;Suplente;Física;MA;1;2024-02-21 19:37:48
2022;Deputado Estadual;Física - Tetraplegia;Solteiro(a);55 a 59 anos;Feminino;Ensino Médio completo;PSDB;Suplente;Física;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Casado(a);40 a 44 anos;Masculino;Superior completo;PL;Suplente;Outros;MT;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Casado(a);40 a 44 anos;Masculino;Superior completo;PSD;Suplente;Outros;RR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Casado(a);45 a 49 anos;Feminino;Superior incompleto;PATRIOTA;Suplente;Outros;AM;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Casado(a);50 a 54 anos;Feminino;Superior completo;PSB;Suplente;Outros;RS;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;PSB;Não eleito;Outros;SE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Casado(a);55 a 59 anos;Masculino;Superior completo;PODE;Suplente;Outros;RJ;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Casado(a);60 a 64 anos;Masculino;Superior completo;PSDB;Suplente;Outros;AM;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Divorciado(a);25 a 29 anos;Masculino;Superior completo;PSD;Suplente;Outros;SC;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Divorciado(a);35 a 39 anos;Masculino;Superior completo;AVANTE;#NULO#;Outros;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Divorciado(a);45 a 49 anos;Feminino;Superior completo;REPUBLICANOS;Suplente;Outros;SC;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Divorciado(a);45 a 49 anos;Masculino;Superior incompleto;MDB;Suplente;Outros;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Divorciado(a);50 a 54 anos;Feminino;Ensino Médio completo;PL;Suplente;Outros;PB;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Solteiro(a);25 a 29 anos;Feminino;Superior completo;PP;Suplente;Outros;RS;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Solteiro(a);30 a 34 anos;Feminino;Superior completo;PMB;Não eleito;Outros;BA;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Solteiro(a);35 a 39 anos;Feminino;Superior completo;PSB;#NULO#;Outros;AL;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Solteiro(a);40 a 44 anos;Feminino;Ensino Fundamental completo;PSOL;Não eleito;Outros;GO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Solteiro(a);40 a 44 anos;Feminino;Ensino Médio completo;PMB;Não eleito;Outros;RN;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Solteiro(a);40 a 44 anos;Feminino;Superior incompleto;PL;Suplente;Outros;PB;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Solteiro(a);40 a 44 anos;Masculino;Superior completo;PSOL;Não eleito;Outros;PR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Solteiro(a);40 a 44 anos;Masculino;Superior incompleto;PATRIOTA;Não eleito;Outros;PR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Solteiro(a);45 a 49 anos;Feminino;Superior completo;SOLIDARIEDADE;Suplente;Outros;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Outros;Solteiro(a);45 a 49 anos;Masculino;Ensino Fundamental incompleto;PDT;Não eleito;Outros;RR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);30 a 34 anos;Feminino;Ensino Fundamental completo;PSDB;Suplente;Visual;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;PMN;Não eleito;Visual;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);35 a 39 anos;Feminino;Superior incompleto;PODE;Suplente;Visual;RO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);35 a 39 anos;Masculino;Superior incompleto;PMB;#NULO#;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);35 a 39 anos;Masculino;Superior incompleto;PMB;Não eleito;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;PSB;#NULO#;Visual;CE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);40 a 44 anos;Masculino;Superior completo;PMB;Não eleito;Visual;RN;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);45 a 49 anos;Masculino;Superior completo;PSDB;Suplente;Visual;PB;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);45 a 49 anos;Masculino;Superior completo;PTB;Não eleito;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;MDB;Suplente;Visual;RN;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;MDB;#NULO#;Visual;RN;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;PDT;Suplente;Visual;AP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;UNIÃO;Suplente;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);50 a 54 anos;Masculino;Superior completo;DC;Não eleito;Visual;PR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;PL;Suplente;Visual;RN;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);55 a 59 anos;Masculino;Ensino Médio incompleto;PSB;Não eleito;Visual;CE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);55 a 59 anos;Masculino;Superior completo;AGIR;Suplente;Visual;GO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);55 a 59 anos;Masculino;Superior completo;CIDADANIA;Suplente;Visual;PR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);55 a 59 anos;Masculino;Superior completo;CIDADANIA;Suplente;Visual;TO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);65 a 69 anos;Masculino;Ensino Fundamental incompleto;PROS;Suplente;Visual;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);65 a 69 anos;Masculino;Ensino Médio completo;PDT;Suplente;Visual;SC;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);65 a 69 anos;Masculino;Superior completo;PTB;Não eleito;Visual;PR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);65 a 69 anos;Masculino;Superior completo;UNIÃO;Não eleito;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);70 a 74 anos;Masculino;Ensino Médio completo;PMB;Não eleito;Visual;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);75 a 79 anos;Feminino;Ensino Médio completo;PSDB;Não eleito;Visual;MA;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Casado(a);75 a 79 anos;Masculino;Superior completo;PSD;Eleito por QP;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);25 a 29 anos;Feminino;Superior completo;AVANTE;Suplente;Visual;AM;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);40 a 44 anos;Masculino;Superior completo;PSD;Suplente;Visual;RR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;PSD;Suplente;Visual;AP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;SOLIDARIEDADE;Não eleito;Visual;AM;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);50 a 54 anos;Masculino;Superior completo;PSB;Suplente;Visual;BA;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;REPUBLICANOS;Suplente;Visual;RS;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);55 a 59 anos;Masculino;Ensino Médio completo;CIDADANIA;Suplente;Visual;SE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);60 a 64 anos;Masculino;Ensino Médio completo;PODE;Não eleito;Visual;CE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);60 a 64 anos;Masculino;Superior completo;PL;Suplente;Visual;RJ;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);65 a 69 anos;Masculino;Superior completo;PODE;Suplente;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Divorciado(a);70 a 74 anos;Masculino;Superior completo;REDE;Suplente;Visual;PE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Separado(a) judicialmente;45 a 49 anos;Feminino;Superior completo;AVANTE;Não eleito;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);25 a 29 anos;Feminino;Superior incompleto;PSOL;#NULO#;Visual;PE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);25 a 29 anos;Masculino;Superior completo;PROS;Suplente;Visual;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);25 a 29 anos;Masculino;Superior completo;REPUBLICANOS;Suplente;Visual;PB;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);30 a 34 anos;Masculino;Ensino Médio incompleto;PL;Suplente;Visual;GO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);30 a 34 anos;Masculino;Superior completo;PODE;Suplente;Visual;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);30 a 34 anos;Masculino;Superior incompleto;PSOL;Suplente;Visual;RJ;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;DC;Suplente;Visual;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);40 a 44 anos;Feminino;Ensino Fundamental completo;UNIÃO;Suplente;Visual;BA;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);40 a 44 anos;Feminino;Ensino Médio completo;PMB;Não eleito;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;SOLIDARIEDADE;Suplente;Visual;PR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);45 a 49 anos;Feminino;Superior completo;AVANTE;Não eleito;Visual;MS;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);45 a 49 anos;Feminino;Superior incompleto;PRTB;Não eleito;Visual;ES;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;CIDADANIA;Suplente;Visual;PR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;PDT;Suplente;Visual;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;PSB;Suplente;Visual;RJ;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);45 a 49 anos;Masculino;Superior completo;DC;Suplente;Visual;MG;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);45 a 49 anos;Masculino;Superior completo;PTB;Suplente;Visual;RS;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);50 a 54 anos;Masculino;Lê e escreve;PSOL;Não eleito;Visual;GO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);50 a 54 anos;Masculino;Superior completo;PATRIOTA;Não eleito;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);50 a 54 anos;Masculino;Superior completo;UNIÃO;Suplente;Visual;SE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);50 a 54 anos;Masculino;Superior incompleto;SOLIDARIEDADE;Não eleito;Visual;RS;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);55 a 59 anos;Feminino;Ensino Fundamental completo;PSB;#NULO#;Visual;CE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio completo;PRTB;Não eleito;Visual;MA;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);55 a 59 anos;Masculino;Superior incompleto;PDT;Suplente;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);60 a 64 anos;Feminino;Superior incompleto;PSB;Suplente;Visual;BA;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);60 a 64 anos;Masculino;Superior completo;PSB;Não eleito;Visual;CE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);60 a 64 anos;Masculino;Superior incompleto;PTB;Não eleito;Visual;RR;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);65 a 69 anos;Masculino;Ensino Médio incompleto;PL;Suplente;Visual;GO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Solteiro(a);65 a 69 anos;Masculino;Superior completo;SOLIDARIEDADE;#NULO#;Visual;PE;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Viúvo(a);60 a 64 anos;Feminino;Superior completo;AGIR;Suplente;Visual;GO;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Viúvo(a);60 a 64 anos;Masculino;Superior completo;PT;Suplente;Visual;RS;1;2024-02-21 19:37:48
2022;Deputado Estadual;Visual;Viúvo(a);70 a 74 anos;Feminino;Ensino Médio completo;PSDB;Suplente;Visual;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Casado(a);35 a 39 anos;Feminino;Superior completo;PODE;Não eleito;Auditiva;RO;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Casado(a);40 a 44 anos;Feminino;Superior completo;PSC;Suplente;Auditiva;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;DC;Não eleito;Auditiva;PR;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Casado(a);45 a 49 anos;Masculino;Superior incompleto;SOLIDARIEDADE;Suplente;Auditiva;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;PL;Suplente;Auditiva;BA;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Casado(a);50 a 54 anos;Masculino;Superior completo;PSB;Não eleito;Auditiva;AP;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Casado(a);50 a 54 anos;Masculino;Superior incompleto;PDT;Não eleito;Auditiva;PE;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Casado(a);60 a 64 anos;Masculino;Superior completo;PRTB;Não eleito;Auditiva;MS;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Casado(a);65 a 69 anos;Masculino;Superior completo;PSOL;Suplente;Auditiva;MG;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Casado(a);70 a 74 anos;Masculino;Superior incompleto;PSD;Suplente;Auditiva;PR;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Divorciado(a);50 a 54 anos;Masculino;Superior completo;PODE;Suplente;Auditiva;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Divorciado(a);50 a 54 anos;Masculino;Superior completo;SOLIDARIEDADE;Não eleito;Auditiva;MA;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Divorciado(a);60 a 64 anos;Masculino;Superior completo;PSOL;Não eleito;Auditiva;BA;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Separado(a) judicialmente;60 a 64 anos;Masculino;Superior incompleto;PT;Suplente;Auditiva;CE;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Solteiro(a);30 a 34 anos;Masculino;Superior incompleto;PT;Suplente;Auditiva;GO;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Solteiro(a);35 a 39 anos;Feminino;Superior completo;REDE;Não eleito;Auditiva;AC;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Solteiro(a);35 a 39 anos;Masculino;Superior completo;PSB;Suplente;Auditiva;RJ;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Solteiro(a);40 a 44 anos;Masculino;Superior completo;PL;Eleito por QP;Auditiva;BA;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Solteiro(a);55 a 59 anos;Feminino;Superior completo;PODE;Não eleito;Auditiva;SC;1;2024-02-21 19:37:48
2022;Deputado Federal;Auditiva;Viúvo(a);70 a 74 anos;Masculino;Superior completo;PODE;Não eleito;Auditiva;DF;1;2024-02-21 19:37:48
2022;Deputado Federal;Autismo;Divorciado(a);50 a 54 anos;Feminino;Superior completo;REPUBLICANOS;Suplente;Autismo;MG;1;2024-02-21 19:37:48
2022;Deputado Federal;Autismo;Solteiro(a);35 a 39 anos;Feminino;Ensino Médio completo;PSOL;Não eleito;Autismo;CE;1;2024-02-21 19:37:48
2022;Deputado Federal;Autismo;Solteiro(a);40 a 44 anos;Feminino;Superior completo;PT;Suplente;Autismo;GO;1;2024-02-21 19:37:48
2022;Deputado Federal;Autismo;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;PSC;Não eleito;Autismo;RJ;1;2024-02-21 19:37:48
2022;Deputado Federal;Autismo;Solteiro(a);40 a 44 anos;Masculino;Superior completo;PDT;Não eleito;Autismo;PR;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Monoplegia;Casado(a);45 a 49 anos;Feminino;Superior completo;PSD;Suplente;Física;RJ;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Monoplegia;Casado(a);50 a 54 anos;Feminino;Ensino Médio completo;PODE;Suplente;Física;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Monoplegia;Solteiro(a);21 a 24 anos;Masculino;Ensino Fundamental incompleto;MDB;Suplente;Física;PA;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Monoplegia;Solteiro(a);40 a 44 anos;Feminino;Superior incompleto;PT;Suplente;Física;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Monoplegia;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio incompleto;PSB;Suplente;Física;PB;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Monoplegia;Solteiro(a);55 a 59 anos;Masculino;Superior completo;PP;Suplente;Física;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);35 a 39 anos;Masculino;Superior completo;NOVO;Não eleito;Física;GO;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);35 a 39 anos;Masculino;Superior completo;SOLIDARIEDADE;Não eleito;Física;GO;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);40 a 44 anos;Masculino;Superior completo;PP;Suplente;Física;PR;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);45 a 49 anos;Feminino;Ensino Médio completo;PODE;Suplente;Física;MG;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);45 a 49 anos;Feminino;Ensino Médio completo;PP;Suplente;Física;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);45 a 49 anos;Feminino;Superior completo;UNIÃO;Suplente;Física;PR;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);45 a 49 anos;Masculino;Ensino Médio incompleto;PODE;Suplente;Física;BA;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);50 a 54 anos;Feminino;Superior completo;AVANTE;Não eleito;Física;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;PODE;Suplente;Física;MG;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;PROS;Não eleito;Física;DF;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;PL;Suplente;Física;BA;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;PSB;Não eleito;Física;AL;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);50 a 54 anos;Masculino;Superior completo;PATRIOTA;#NULO#;Física;PE;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);50 a 54 anos;Masculino;Superior completo;PTB;Não eleito;Física;ES;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);50 a 54 anos;Masculino;Superior completo;REPUBLICANOS;Não eleito;Física;SC;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);55 a 59 anos;Feminino;Superior completo;PATRIOTA;Não eleito;Física;PR;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;PSDB;Suplente;Física;MG;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);55 a 59 anos;Masculino;Superior completo;AVANTE;Não eleito;Física;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);55 a 59 anos;Masculino;Superior completo;PSB;Suplente;Física;RJ;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);55 a 59 anos;Masculino;Superior completo;PSDB;Não eleito;Física;AL;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);55 a 59 anos;Masculino;Superior completo;PT;Suplente;Física;PB;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);55 a 59 anos;Masculino;Superior completo;PTB;Não eleito;Física;CE;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);55 a 59 anos;Masculino;Superior incompleto;PMB;Não eleito;Física;SP;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);60 a 64 anos;Feminino;Ensino Médio completo;PMN;Não eleito;Física;CE;1;2024-02-21 19:37:48
2022;Deputado Federal;Física - Outros;Casado(a);60 a 64 anos;Masculino;Superior completo;PATRIOTA;Não eleito;Física;RS;1;2024-02-21 19:37:48
